country,state,city,link,name
AF,,,www.bakhtarnews.com.af/,Bakhtar News Agency 
AF,,,www.armanemili.com/,Arman e Mili
AF,,,www.avapress.com/en/,Afghan Voice Agancy 
AF,,,www.afghanistansun.com/,Afganistan Sun
AF,,,www.dailies.gov.af/site/hiwad/,Hewad
AF,,,www.salamwatandar.com/,Salam Watandar
AF,,,tkg.af/english/,Kilid Group 
AF,,,www.tolonews.com/,Tolonews
AF,,,www.shamshadtv.tv/pashto/,Shamshad TV
AF,,,www.lemar.tv/,Lemar TV
AF,,,www.yahoo.com/news/tagged/afghanistan,Afghanistan Yahoo news
AF,,,www.bbc.com/pashto,BBC World Service : Pashto
AF,,,www.elonat.com/,Elonat Magazine
AG,,,antiguaobserver.com/,Antigua Observer
AG,,,www.antigua-barbuda.com/,Antigua and Barbuda
AG,,,www.insideworld.com/barbuda/,Inside Caribbean
AG,,,abstvradio.com/,ABS TV/Radio
AG,,,www.caribbeannewsnow.com/antigua.php,Antigua &amp; Barbuda - Caribbean News Now
AG,,,news.bbc.co.uk/2/hi/americas/country_profiles/1191111.stm,BBC News - Antigua and Barbuda country profile
AG,,,www.caribbean360.com/category/news/antigua_news#,Caribbean 360: Antigua news
AG,,,news.caribseek.com/country/antigua-and-barbuda,Caribseek: Antigua and Barbuda
AG,,,www.caribantigua.com/antigua/,Caribarena: Antigua
AG,,,www.theantiguan.com/,The Antiguan Magazine
AL,,,gazeta55.al/,Gazeta 55
AL,,,www.balkanweb.com/gazetashqiptare/,Gazeta Shqiptare 
AL,,,sot.com.al/,Gazeta Sot
AL,,,www.kohajone.com/,Koha Jonë
AL,,,www.panorama.com.al/,Panorama
AL,,,24-ore.com/,24 ore lajme
AL,,,www.rd.al/,Rilindja Demokratike 
AL,,,shekulli.com.al/,Shekulli 
AL,,,www.gazeta-shqip.com/,Shqip
AL,,,www.gazetatema.net/,Tema
AL,,,www.tiranatimes.com/,Tirana Times
AL,,,www.albaniannews.com/,Albanian Daily News 
AL,,,www.gazetadita.al/,DITA
AL,,,www.mapo.al/,Mapo
AL,,,www.panorama.com.al/sport/,Panorama Sport
AL,,,shqiptarja.com/,Shqiptarja
AL,,,www.standard.al/,Standard
AL,,,telegraf.al/,Telegraf
AL,,,www.tiranaobserver.al/,Tirana Observer
AL,,,kombetare.al/,Kombetare
AL,,,www.gazetaexpress.com/,Gazata Express
AL,,,ata.gov.al/,Albanian Telegraphic Agency 
AL,,,www.rtsh.al/,Albanian Radio and TV 
AL,,,tvklan.al/,TV Klan
AL,,,www.javanews.al/,Java
AL,,,www.vetevendosje.org/,Vetevendosje
AL,,,www.epokaere.com/,Epoka e re
AL,,,www.ballkan.com/,Ballkan
AM,,,www.aravot.am/,Aravot
AM,,,www.azg.am/,Azg
AM,,,b24.am/,Business 24
AM,,,syuniacyerkir.am/,Syuniac Yerkir
AM,,,www.hhpress.am/,Hayastany Hanrapetutyun
AM,,,www.hraparak.am/,Hraparak
AM,,,nv.am/,Novoye Vremya
AM,,,www.tert.am/,Tert
AM,,,www.azatutyun.am/,Armenia Liberty
AM,,,armtimes.com/,Haykakan Zhamanak
AM,,,www.nt.am/,Noyan Tapan
AM,,,www.avangard.am/,Avangard
AM,,,www.yerkir.am/,Yerkir
AM,,,en.168.am/,168.am
AM,,,golosarmenii.am/,Golos Armenii
AM,,,www.armworld.am/,armworld.am
AM,,,www.iravunk.com/,Iravunk
AM,,,www.ra.am/,Respublika Armeniia
AM,,,www.1in.am/,1in.am 
AM,,,armenpress.am/,Armenpress
AM,,,nkr.am/,Nagorno-Karabagh Republic 
AM,,,hetq.am/eng/,Hetq
AM,,,panarmenian.net/,PanARMENIAN.Net
AM,,,www.chi.am/,Chorrord Ishchanutyun
AM,,,champord.am/,Champord
AM,,,www.irates.am/ , Irates de Facto
AM,,,www.normarmara.com/,Marmara
AM,,,hairenikweekly.com/,Hairenik
AM,,,asbarez.com/,Asbarez
AM,,,horizonweekly.ca/,Horizon Weekly
AM,,,azator.gr/,Azat Or
AM,,,alikonline.ir/,Alik
AM,,,www.aztagdaily.com/,Aztag
AO,,,www.jornaldeangola.com/,Jornal de Angola
AO,,,jornaldosdesportos.sapo.ao/,Jornal dos Desportos
AO,,,jornalf8.net/,Folha 8
AO,,,www.novojornal.co.ao/,Novo Jornal
AO,,,opais.co.ao/,O Pais
AO,,,www.angonoticias.com/,AngoNoticias
AO,,,www.bbc.com/news/world-africa-13036732,BBC News - Angola
AO,,,reliefweb.int/country/ago,ReliefWeb - Angola
AO,,,www.ibinda.com/,Ibinda.com
AO,,,www.angop.ao/,Angola Press 
AO,,,www.jeuneafrique.com/pays/angola/,Jeune Afrique - Angola
AO,,,tpa.sapo.ao/,Televisao Popular de Angola 
AO,,,www.club-k.net/,Club-K 
AO,,,allafrica.com/angola/,All Africa: Angola
AR,,,www.clarin.com/,Clarín
AR,,,www.lacapital.com.ar/,La Capital
AR,,,www.laprensa.com.ar/,La Prensa
AR,,,www.ambito.com/,Ámbito Financiero
AR,,,www.cronica.com.ar/,Crónica
AR,,,www.losandes.com.ar/,Los Andes
AR,,,www.lavoz.com.ar/,La Voz del Interior
AR,,,www.rionegro.com.ar/,Río Negro
AR,,,www.lanacion.com.ar/,La Nación
AR,,,www.pagina12.com.ar/,Página/12
AR,,,www.infocanuelas.com/,InfoCañuelas
AR,,,www.lanueva.com/,La Nueva Provincia
AR,,,www.diariopopular.com.ar/,Diario Popular
AR,,,www.larazondechivilcoy.com.ar/,La Razon de Chivilcoy
AR,,,www.diariojudicial.com/,Diario Judicial 
AR,,,www.elancasti.com.ar/,El Ancasti
AR,,,eldiariodeescobar.com.ar/,El Diario de Escobar
AR,,,www.diariodelujan.com/,El Diario
AR,,,www.cronista.com/,El Cronista
AR,,,www.eldia.com/,El Día
AR,,,www.ellitoral.com/,El Litoral
AR,,,www.elpopular.com.ar/,El Popular
AR,,,www.diarionuevodia.com.ar/,Nuevo Dia
AR,,,www.perfil.com/,Perfil
AR,,,www.diarioaccion.com.ar/,Accion
AR,,,www.primiciasya.com/,PrimiciasYa
AR,,,elsuburbanodigital.com.ar/,El Suburbana
AR,,,www.elcivismo.com.ar/,El Civismo
AR,,,www.agenciaelvigia.com.ar/,El Vigía
AR,,,www.diario-lacalle.com.ar/,La Calle
AR,,,laciudadavellaneda.com.ar/,La Ciudad
AR,,,www.laverdadayacucho.com.ar/,La Verdad
AR,,,www.lacapitalmdp.com/,La Capital
AR,,,www.mdzol.com/,MDZ Online
AR,,,misionesonline.net/,Misiones Online
AR,,,www.ole.com.ar/,Olé
AR,,,varelaaldia.com.ar/,Varela al Dia
AR,,,www.lavozdeituzaingo.com/,La Voz de Ituzaingo
AR,,,www.diagonales.com/,diagonales
AR,,,www.semanamaipuense.com.ar/,Semana Maipuense
AR,,,www.diarioel9dejulio.com.ar/,El 9 de Julio
AR,,,www.laopinionpergamino.com.ar/,La Opinion
AR,,,www.pilardetodos.com/,Pilar de Todos
AR,,,www.el1digital.com.ar/,El 1
AR,,,www.diarionco.com.ar/,Diario NCO
AR,,,www.eltribuno.com/,El Tribuno
AR,,,www.eldiariodelfindelmundo.com/,El Diario del Fin del Mundo
AR,,,www.puntal.com.ar/,Diario Puntal
AR,,,www.tiempoar.com.ar/,Tiempo Argentino
AR,,,www.minutouno.com/,MinutoUno.com
AR,,,elargentino.infonews.com/,El Argentino
AR,,,www.baenegocios.com/,Buenos Aires Económico
AR,,,www.po.org.ar/,Prensa Obrera
AR,,,www.infobae.com/,Infobae.com
AR,,,www.lavozdelpueblo.com.ar/,La Voz del Pueblo
AR,,,launion.com.ar/,La Unión
AR,,,diariohoy.net/,HOY en la noticia
AR,,,www.diariouno.com.ar/,Diario Uno
AR,,,www.sanjuan8.com/,sanjuan8
AR,,,www.elpatagonico.com/,Patagónico
AR,,,www.xn--lamaanaonline-lkb.com.ar/,La Mañana
AR,,,www.diariojornada.com.ar/,Jornada
AR,,,www.lagaceta.com.ar/,La Gaceta
AR,,,www.elterritorio.com.ar/,El Territorio
AR,,,www.elchubut.com.ar/,El Chubut
AR,,,www.diariodecuyo.com.ar/,Diario de Cuyo
AR,,,www.dyn.com.ar/,Diarios y Noticias 
AR,,,www.noticiasargentinas.com.ar/nuevosite/index.php,Noticias Argentinas SA
AR,,,www.tageblatt.com.ar/,Argentinisches Tageblatt
AR,,,www.diarioarmenia.org.ar/,Diario Armenia
AT,,,www.krone.at/,Kronen Zeitung 
AT,,,www.heute.at/,Heute
AT,,,www.kleinezeitung.at/,Kleine Zeitung
AT,,,www.oe24.at/,Österreich
AT,,,kurier.at/,Kurier
AT,,,www.neue.at/,Neue Vorarlberger Tageszeitung 
AT,,,www.nachrichten.at/,Oberösterreichische Nachrichten
AT,,,diepresse.com/,Die Presse
AT,,,derstandard.at/,Der Standard
AT,,,www.tt.com/,Tiroler Tageszeitung 
AT,,,www.sn.at/,Salzburger Nachrichten 
AT,,,www.vn.at/,Vorarlberger Nachrichten 
AT,,,medianet.at/,medianet
AT,,,volksblatt.at/,Neues Volksblatt
AT,,,www.wienerzeitung.at/,Wiener Zeitung
AT,,,www.falter.at/,Falter
AT,,,economy.at/,Economy
AT,,,www.furche.at/,Die Furche
AT,,,www.thelocal.at/,The Local
AT,,,www.bvz.at/nachrichten/,Burgenländische Volkszeitung 
AT,,,www.noen.at/,Niederösterreichischen Nachrichten 
AT,,,www.alpenpost.at/,Alpenpost
AT,,,www.osttirolerbote.at/,Osttiroler Bote
AT,,,dersonntag.erzdioezese-wien.at/,Der Sonntag
AT,,,anno.onb.ac.at/,ANNO
AT,,,www.soj.at/,Süd Ost Journal
AT,,,www.grazer.at/,der Grazer
AT,,,www.derennstaler.at/,Der Ennstaler
AT,,,www.liezener-bezirksnachrichten.at/,Liezener Bezirksnachrichten
AT,,,www.ennsseiten.at/,EnnsSeiten
AT,,,www.badenerzeitung.at/,Badener Zeitung
AT,,,www.salzburger-fenster.at/,Salzburger Fenster
AT,,,www.unterkaerntner.at/,Unterkärntner Nachrichten
AT,,,www.augustin.or.at/,Augustin
AT,,,www.kirchenzeitung.at/,KirchenZeitung
AT,,,www.augustin.or.at/,Augustin
AT,,,voez.at/,Verband Österreichischer Zeitungen
AT,,,www.vindobona.org/,Vindobona
AU,,,www.theaustralian.com.au/,Australian
AU,,,www.afr.com/,Australian Financial Review
AU,,,www.thedcn.com.au/,Lloyd's List Australia
AU,,,www.greenleft.org.au/,Green Left Weekly
AU,,,www.thesaturdaypaper.com.au/,Saturday Paper
AU,,,www.weeklytimesnow.com.au/,Weekly Times
AU,,,www.themonthly.com.au/,The Monthly
AU,,,www.smh.com.au/,Sydney Morning Herald 
AU,,,www.dailytelegraph.com.au/,Telegraph
AU,,,www.dailytelegraph.com.au/newslocal/manly-daily,Manly Daily
AU,,,www.dailytelegraph.com.au/newslocal/north-shore,North Shore Times
AU,,,www.campusreview.com.au/,Campus Review
AU,,,www.cessnockadvertiser.com.au/,Advertiser 
AU,,,www.armidaleexpress.com.au/,Armidale Express
AU,,,www.centralwesterndaily.com.au/,Central Western Daily
AU,,,www.dailyliberal.com.au/,Liberal
AU,,,www.theherald.com.au/,Newcastle Herald
AU,,,www.illawarramercury.com.au/,Illawarra Mercury
AU,,,www.burwoodscene.com.au/,Burwood Scene
AU,,,www.hawkesburygazette.com.au/,Hawkesbury Gazette
AU,,,westernweekender.com.au/,Western Weekender
AU,,,www.batemansbaypost.com.au/,Bay Post
AU,,,www.begadistrictnews.com.au/,Bega District News
AU,,,www.cowraguardian.com.au/,Cowra Guardian
AU,,,bdtruth.com.au/,Barrier Daily Truth
AU,,,www.echo.net.au/,Echo
AU,,,www.camdenadvertiser.com.au/,Camden Advertiser
AU,,,www.kiamaindependent.com.au/,Kiama Independent
AU,,,www.westernadvocate.com.au/,Western Advocate
AU,,,www.bellingencourier.com.au/,Bellingen Shire Courier Sun
AU,,,www.byronnews.com.au/,Byron Shire News
AU,,,www.coffscoastadvocate.com.au/,Coffs Coast Advocate
AU,,,orangecitylife.com.au/,Orange City Life
AU,,,www.portstephensexaminer.com.au/,Port Stephens Examiner
AU,,,www.tweeddailynews.com.au/,Tweed Daily News
AU,,,www.tenterfieldstar.com.au/,Tenterfield Star
AU,,,www.maitlandmercury.com.au/,Maitland Mercury
AU,,,www.guyraargus.com.au/,Guyra Argus
AU,,,www.northernstar.com.au/,Northern Star
AU,,,www.northerndailyleader.com.au/,Northern Daily Leader
AU,,,www.dailyexaminer.com.au/,Daily Examiner
AU,,,www.dailyadvertiser.com.au/,Daily Advertiser
AU,,,www.brisbanetimes.com.au/,Brisbane Times
AU,,,www.couriermail.com.au/,Courier-Mail
AU,,,www.news-mail.com.au/,Bundaberg NewsMail
AU,,,www.theexpressnewspaper.com.au/,Express
AU,,,www.frasercoastchronicle.com.au/,Fraser Coast Chronicle
AU,,,www.goldcoastbulletin.com.au/,Gold Coast Bulletin
AU,,,www.themorningbulletin.com.au/,Morning Bulletin
AU,,,www.gympietimes.com.au/,Gympie Times
AU,,,www.gladstoneobserver.com.au/,Gladstone Observer
AU,,,www.sunshinecoastdaily.com.au/,Sunshine Coast Daily
AU,,,www.newscorpaustralia.com/brand/tablelands-advertiser,Tablelands Advertiser
AU,,,www.cairnspost.com.au/,Cairns Post
AU,,,www.dailymercury.com.au/,Mercury
AU,,,www.thechronicle.com.au/,Toowoomba Chronicle
AU,,,www.townsvillebulletin.com.au/,Townsville Bulletin
AU,,,www.couriermail.com.au/questnews,Quest Community Newspapers
AU,,,www.warwickdailynews.com.au/,Warwick Daily News
AU,,,www.queenslandcountrylife.com.au/,Queensland Country Life
AU,,,www.whitsundaytimes.com.au/,Whitsunday Times
AU,,,www.beaudeserttimes.com.au/,Beaudesert Times
AU,,,www.blackwaterherald.com.au/,Blackwater Herald
AU,,,www.warregowatchman.com.au/,Warrego Watchman
AU,,,theindy.com.au/,Independent
AU,,,www.redlandcitybulletin.com.au/,Redland City Bulletin
AU,,,www.northqueenslandregister.com.au/,North Queensland Register
AU,,,www.qt.com.au/,Queensland Times
AU,,,www.stanthorpeborderpost.com.au/,Stanthorpe Border Post
AU,,,www.chinchillanews.com.au/,Chinchilla News and Murilla Advertiser
AU,,,www.adelaidenow.com.au/,Advertiser 
AU,,,indaily.com.au/,Independent Weekly
AU,,,www.adelaidenow.com.au/messenger,Messenger Newspapers
AU,,,www.adelaidereview.com.au/,Adelaide Review
AU,,,www.barossaherald.com.au/,Barossa &amp; Light Herald 
AU,,,www.courier.net.au/,Courier 
AU,,,www.eyretribune.com.au/,Eyre Peninsula Tribune 
AU,,,www.theislanderonline.com.au/,Islander 
AU,,,www.murrayvalleystandard.com.au/,Murray Valley Standard 
AU,,,www.naracoorteherald.com.au/,Herald 
AU,,,www.northernargus.com.au/,Northern Argus 
AU,,,www.portpirierecorder.com.au/,Recorder 
AU,,,www.rivernews.com.au/,River News 
AU,,,www.portlincolntimes.com.au/,Times 
AU,,,www.victorharbortimes.com.au/,Times 
AU,,,www.transcontinental.com.au/,Transcontinental 
AU,,,www.westcoastsentinel.com.au/,West Coast Sentinel 
AU,,,www.whyallanewsonline.com.au/,Whyalla News 
AU,,,www.ypct.com.au/,Yorke Peninsula Country Times 
AU,,,www.coastalleader.com.au/,Coastal Leader
AU,,,www.themonitor.com.au/,Monitor
AU,,,www.plainsproducer.com.au/,Plains Producer
AU,,,www.theflindersnews.com.au/,Flinders News
AU,,,barossaleader.com/,Leader
AU,,,www.bunyippress.com.au/,Bunyip
AU,,,borderwatch.com.au/,Border Watch
AU,,,www.themercury.com.au/,Mercury
AU,,,www.examiner.com.au/,Examiner 
AU,,,www.theadvocate.com.au/,Advocate
AU,,,www.easternshoresun.com.au/,Eastern Shore Sun
AU,,,www.glenorchygazette.com.au/,Glenorchy Gazette
AU,,,www.chchronicle.com.au/,Circular Head Chronicle
AU,,,www.theage.com.au/,Age
AU,,,www.heraldsun.com.au/,Herald Sun
AU,,,www.melbourneobserver.com.au/,Melbourne Observer
AU,,,www.araratadvertiser.com.au/,Advertizer 
AU,,,www.hepburnadvocate.com.au/,Advocate
AU,,,www.alexandranewspapers.com.au/,Alexandra Newspapers
AU,,,alpineobserver.com.au/,Alpine Observer
AU,,,theargus.com.au/,Argus
AU,,,www.bendigoadvertiser.com.au/,Bendigo Advertiser
AU,,,www.benallaensign.com.au/,Benala Ensign
AU,,,www.bendigoweekly.com/,Bendigo Weekly
AU,,,www.bordermail.com.au/,Border Mail 
AU,,,www.cobramcourier.com.au/,Cobram Courier
AU,,,www.colacherald.com.au/,Colac Herald
AU,,,www.thecourier.com.au/,Courier 
AU,,,euroagazette.com.au/,Euroa Gazette
AU,,,www.geelongadvertiser.com.au/,Geelong Advertiser
AU,,,geelongindy.com.au/,Geelong Indy
AU,,,mansfieldcourier.com.au/,Mansfield Courier
AU,,,www.milduraweekly.com.au/,Mildura Weekly
AU,,,numurkahleader.net.au/,Numurkah Leader
AU,,,themooraboolnews.com.au/,Moorabool News
AU,,,oceangrovevoice.com.au/,Ocean Grove Voice
AU,,,omadvertiser.com.au/,Ovens and Murray Advertiser
AU,,,www.riverineherald.com.au/,Riverine Herald
AU,,,www.spec.com.au/,Spectator-Observer Group  
AU,,,www.standard.net.au/,Standard 
AU,,,www.stawelltimes.com.au/,Stawell Times-News
AU,,,www.sunraysiadaily.com.au/,Sunraysia Daily
AU,,,surfcoasttimes.com.au/,Surf Coast Times
AU,,,www.tarrangowertimes.com.au/,Tarrangower Times
AU,,,www.warrackherald.com.au/,Warracknabeal Herald
AU,,,warrandytediary.com.au/,Warrandyte Diary
AU,,,www.mailtimes.com.au/,Wimmera Mail Times
AU,,,redflag.org.au/,Red Flag
AU,,,www.eastvicmedia.com.au/,East Vic Media
AU,,,thewest.com.au/,West Australian
AU,,,www.perthnow.com.au/,Sunday Times
AU,,,postnewspapers.com.au/,POST Newspapers
AU,,,www.communitynews.com.au/,Fremantle Gazette
AU,,,www.margaretrivermail.com.au/,Augusta-Margaret River Mail
AU,,,www.avonadvocate.com.au/,Avon Valley Advocate 
AU,,,www.bunburymail.com.au/,Bunbury Mail
AU,,,www.busseltonmail.com.au/,Busselton-Dunsborough Mail
AU,,,www.colliemail.com.au/,Collie Mail
AU,,,www.donnybrookmail.com.au/,Donnybrook-Bridgetown Mail
AU,,,www.esperanceexpress.com.au/,Esperance Express
AU,,,www.mandurahmail.com.au/,Mandurah Mail
AU,,,www.farmweekly.com.au/,Farm Weekly
AU,,,www.businessnews.com.au/,Western Australian Business News 
AU,,,toodyayherald.com.au/,Toodyay Herald
AU,,,www.fremantleherald.com/,Fremantle Herald
AU,,,walpole.org.au/,WAtoday
AU,,,www.canberratimes.com.au/,Canberra Times
AU,,,cgcatholic.org.au/catholic-voice/,Catholic Voice
AU,,,citynews.com.au/,Canberra City News
AU,,,the-riotact.com/,Riot Act
AU,,,www.ntnews.com.au/,Northern Territory News
AU,,,www.alicespringsnews.com.au/,Alice Springs News 
AU,,,www.katherinetimes.com.au/,Katherine Times 
AW,,,www.amigoe.com/,Amigoe
AW,,,www.diario.aw/,Diario Online
AW,,,www.aruba.com/,Aruba.Com
AW,,,www.press.aruba.com/,Aruba Press &amp; Media
AW,,,www.bondia.com/,BonDia
AW,,,awemainta.com/,AWE Mainta
AW,,,coolaruba.com/,Cool FM 98.9
AW,,,www.awe24.com/,Awe 24
AW,,,www.island-temptations.com/,Island Temptations
AZ,,,www.azernews.az/,Azer News
AZ,,,www.br.az/,Bakinskiy Rabochiy 
AZ,,,525.az/,525ci Gazet
AZ,,,www.sherg.az/,Sherq
AZ,,,www.azadliq.info/,Azadlıq qəzeti
AZ,,,www.azerbaijan-news.az/,Azərbaycan
AZ,,,www.xalqqazeti.com/,Xalg Gazeti
AZ,,,musavat.com/,Yeni Musavat
AZ,,,zerkalo.az/,Zerkalo 
AZ,,,www.hurriyyet.org/,Hurriyyet
AZ,,,www.kaspi.az/,Kaspi
AZ,,,www.azerizv.az/,azerizv.az
AZ,,,www.millet.az/,Millet.az
AZ,,,www.olaylar.az/,Olaylar
AZ,,,www.respublica-news.az/,Respublica News
AZ,,,ucnoqta.az/,Uch Nogta
AZ,,,www.xalqcebhesi.az/,Xalq Cebhesi
AZ,,,www.yeniazerbaycan.com/,Yeni Azerbaycan
AZ,,,www.bizimyol.info/,Bizim Yol
AZ,,,www.iqtisadiyyat.com/,Iqtisadiyyat
AZ,,,www.cenubxeberleri.com/,Cenub Xeberleri
AZ,,,www.serqqapisi.az/,Serq Qapisi
AZ,,,www.baki-xeber.com/,Baki Xeber
AZ,,,www.palitranews.az/,Palitra
AZ,,,www.tezadlar.az/,Tezadlar
AZ,,,www.ekspress.az/,Ekspress
AZ,,,www.football-plus.az/,Football+
AZ,,,www.ikisahil.com/,Iki Sahil
AZ,,,araznews.com/az/,Araz Azerbaijan newspaper
AZ,,,en.apa.az/,Azerbaijan Press Agency 
BA,,,avaz.ba/,Dnevni Avaz 
BA,,,dnevni-list.ba/,Dnevni List
BA,,,www.nezavisne.com/,Nezavisne Novine
BA,,,www.oslobodjenje.ba/,Oslobodenje 
BA,,,www.glassrpske.com/,Glas Srpske
BA,,,www.glastb.com/,Glas Trebinje
BA,,,www.slobodna-bosna.ba/,Slobodna Bosna
BA,,,www.hrvatska-rijec.com/,Hrvatska Rijec
BA,,,www.onasa.com.ba/,Nezavisna Novinska Agencija 
BA,,,vijesti.ba/,Vijesti
BA,,,www.vijesti-x.com/,Vijesti X
BA,,,www.palelive.com/,palelive.com
BA,,,24sata.info/,24sata.info
BA,,,www.vecernji.ba/,vecernji.ba
BA,,,www.fokus.ba/,fokus.ba
BA,,,www.radioljubuski.ba/,Radio Ljubuski
BA,,,www.nasarijec.ba/,Nasa rijec
BA,,,faktor.ba/,Faktor
BB,,,www.nationnews.com/,Nation News
BB,,,www.barbadostoday.bb/,Barbados Today
BB,,,www.loopnewsbarbados.com/,Loop
BB,,,www.barbadosadvocate.com/,Barbados Advocate
BB,,,www.cbc.bb/,Caribbean Broadcasting Corporation 
BB,,,cananewsonline.com/main/,Caribbean News Agency 
BB,,,www.sportingbarbados.com/,Sporting Barbados
BB,,,www.barbadospropertynews.com/,Barbados Property News
BB,,,islandlife.net/,Caribbean Island Life and Resorts
BD,,,www.ctgtimes.com/,CTG Times
BD,,,www.newschittagong24.com/,News Chittagong24
BD,,,ctgnews.com/,ctgnews.com
BD,,,chittagongdaily.com/,Chittagong Daily
BD,,,www.khabarica24.com/,Khabarica
BD,,,www.ctgbarta24.com/,ctgbarta24.com
BD,,,epurbodesh.com/,Purbodesh
BD,,,www.coxsbazarnews.com/,Coxs-Bazar News 
BD,,,parbattanews.com/,parbattanews.com
BD,,,www.teknafnews.com/,teknafnews.com
BD,,,chakarianews.com/,Chakaria News
BD,,,www.raozannews.com.bd/,RaozanNews
BD,,,chatgaportal.com/,Chatga Portal
BD,,,dailysylhet.com/,Daily Sylhet
BD,,,www.amadersylhet.com/,Amader Sylhet
BD,,,www.surmatimes.com/,Surma Times
BD,,,www.sylhetexpress.com/,Sylhet Express
BD,,,www.sylhetnewsworld.com/,Sylhet News World
BD,,,www.sylhetnews24.com/,Sylhet News 24
BD,,,www.sylhetersongbad.com/,Sylheter Songbad
BD,,,sylhetersokal.com/,Sylheter Sokal
BD,,,sylhetreport.com/,Sylhet Report
BD,,,sylhetnewstimes.com/,Sylhet News Times
BD,,,sabujsylhet.com/,Sabuj Sylhet
BD,,,www.sylhetview24.net/,sylhetview24.net
BD,,,www.dailyprovatbela.com/,Provatbela
BD,,,euttorpurbo.com/,Uttorpurbo
BD,,,kazirbazar.com/,Kazirbazar
BD,,,www.dailyprotidinerbani.com/,Protidiner Bani
BD,,,sunamganjmirror.com/,Sunamganj Mirror
BD,,,www.habiganj-samachar.com/,Habiganj Samachar
BD,,,www.sheershakhobor.com/,Sheersha Khobor
BD,,,dainikmoulvibazar.com/,Dainik Moulvibazar
BD,,,www.dailyandolonerbazar.com/,Andoloner Bazar
BD,,,www.meherpurnews.com/,Meherpur News
BD,,,www.maguranews.com/,Magura News
BD,,,www.bagerhatnews.com/,Bagerhat News
BD,,,dailysunshine.com.bd/,Daily Sunshine
BD,,,www.bograsangbad.com/,Bogra Sangbad
BD,,,www.chapainawabganjnews.com/,Chapainawabganj News
BD,,,www.amaderbarisal.com/,Amader Barisal
BD,,,www.barisaltoday.com/,Barisal Today
BD,,,ajkerbarta.com/,Ajker Barta
BD,,,www.gournadi.com/,Gournadi.com
BD,,,www.barisaltimes24.com/,Barisaltimes24
BD,,,dinajpurnews.com/,Dinajpur News
BD,,,www.dinajpur24.com/,Dinajpur 24
BD,,,deshkalbd.com/,Deshkal
BD,,,www.djanata.com/,Janata
